"Name Of Area","Latitide","Longitude","Climb Name","Climb Grade","Tide Season","Tide Height","Hours to be inaccesible","Lead","Date...11","2nd","Date...13"
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Unknown Name","VS 5a","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Custard's Last Stand","S","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"The Clot Thickens","VD","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Menopausal Male","HS 4b","Spring","Low",0,NA,NA,NA,NA
"Hollows Crag",49.419809,-2.598182,"Sleepy Hollow","VD","All","All",0,NA,NA,NA,NA
"Hollows Crag",49.419809,-2.598182,"Ripped Sack","VD","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Convalescence","HS 4b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Conditional Discharge","VS 4c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Wilko's","E2 5c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Congretional Misfire","VD","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Mutation Crack","VD","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Guy Fawkes","VS 4b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Budlow","VS 4b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Left Edge","VD","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Grey Slab","S","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Grey Slab Direct Start","S 4b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"The Throwback","HVS 4c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Hit the Bottle","E2 5c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Cave Route","VS 4c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Gurn Fetchingly","E3 5c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Fool's Mate","E2 5c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Pringle Groove","E1 5b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Cateract","HS 4c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Waterfall","S","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Little Sod","VS 4b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Melange","HVS 5a","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"The Mix","HVS 5a","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Melange Direct Start","E1 5c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Arms Race","E1 5b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Heart Race","E5 6a","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"True Grit","VS 4c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"True Grit Variation","VS 5a","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Wilt","VS","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Subsidiary Slab","VD","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Parting Shot","VD","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Eating Rifles","HVS 4c","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Mange-Tous","VS 4b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Archie","E2/E3 6b","All","All",0,NA,NA,NA,NA
"Waterfall Buttress",49.419073,-2.598089,"Gift Wrapped in Le Gouffre","E3 5c","All","All",0,NA,NA,NA,NA
"Grey Buttress",49.419073,-2.597704,"The Long Good Friday","S","All","All",0,NA,NA,NA,NA
"Grey Buttress",49.419073,-2.597704,"Doddle","S 4b","All","All",0,NA,NA,NA,NA
"Grey Buttress",49.419073,-2.597704,"Grey Buttress Eliminate","S 4b","All","All",0,NA,NA,NA,NA
"Grey Buttress",49.419073,-2.597704,"Right Edge","VD","All","All",0,NA,NA,NA,NA
"Grey Buttress",49.419073,-2.597704,"Finale","VD","All","All",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Roaster","VS 4c","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Coaster","VS 5a","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Unknown Name","E2 5c","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Sport Climbing Dinosaur","E2 5b","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Talking to the Dinosaurs","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Sweet 'n' Sour","E1 5b","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Ring of Fire","HVS 5b","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Vindaloo","VD","Spring","Low",0,NA,NA,NA,NA
"Red Slab",49.419073,-2.597079,"Red Slab Traverse","HS 4b","Spring","Low",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Meaningless","M","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Kestrel","D","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Constructive Play","VD","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"DIY","VD","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Tricksey","VD","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Anteater","D","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"One Minute Wonder","S","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Fusion","S","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Freedom","E1 5b","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Penal Colony","VS 4c","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Mica","S","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Fission","D","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Horus","VS 5a","All","All",0,NA,NA,NA,NA
"The Mighty Hogue",49.419462,-2.59615,"Ra","D","All","All",0,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Tatenham Corner","D","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Wot no Tat?","VS 4c","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Ancestral Vices","S","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Spring Fever","S","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Bird Man","S","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Bucket City","S","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Omission","E1 5b","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Deep Green","VD","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Relics","VD","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Taghaim Wall","HVS 5b","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Cavernous Caveties","VS 4b","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Pictish Guru","E2 5c","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Arachni","E2 5c","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Sassenach","E1 5c","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Gran Canyon","S","All","All",3,NA,NA,NA,NA
"La Moye",49.418573,-2.595339,"Irmtraud","VD","All","All",3,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"Scorched Earth","E2 5b","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"The Oil Baron","E1 5b","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"Livingston","D","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"Olive Oyle","HVS 5a","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"Bluto","HS 4c","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"Jack Tar","S","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"Swee' Pea","VD","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"Help","VS 4c","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"The French Connection","E1 5c","All","Low",0,NA,NA,NA,NA
"Texaco Wall",49.418441,-2.593307,"The Italian Job","VD","All","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Malediction","VS 4c","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Seth","HVS 5b","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Black Mamba","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Black Adder","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Out of the Sinking","E4 6a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Voyager","E3 6a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Zenith","VS 4c","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Rite of Spring","E1 6a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Zeta","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Nirvana","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Bushido","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"On a Wing and a Prayer","E1 5b","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Shatner Pants","E4/E5 6b/6c","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Deltoid Quadrent","E5 6a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Spacewalk","E1 5a","Spring","Low",0,NA,NA,NA,NA
"Sea Level Wall",49.417698,-2.593057,"Spacewalk: Alone In Space Variation","E3 6a","Spring","Low",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Casablanca","HS 4a","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"The Maltese Falcon","S","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Mouse with Clogs on","HS 4b","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Certificate X","E1 5a","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Lolita","HS 4b","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Two Little Boys","HS 4b","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Lust for Life","S","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Makin' Movies","D","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"The Thirty-Nine Steps","S","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Oscar","D","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Catch 22","HS","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Video Nasty","HVS 5a","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Poltergeist Wall","HVS 5a","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"MGM","HVS 5a","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Take Two","HVS 5a","All","All",0,NA,NA,NA,NA
"Movie Wall",49.417205,-2.592204,"Candid Camera","VS 4c","All","All",0,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"20% Armadillo","HS","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Total Pangolin","VD","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Barbegazi","S","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Doppleganger Wall","HS 4c","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Hoi Polloi","VS 5a","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Déjà vu","E1 5a","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Pukka","S","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Xenophobia","HVS 5a","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Little Boxes","S","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Scaping the Barrel","VD","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Tsunami","E1 5b","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Zonda","VS 5a","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Animals Break Out","E3 6a","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Surya","HVS 5a","All","High",3,NA,NA,NA,NA
"The Stacks & Caves",49.416809,-2.591964,"Kazoo","D","All","High",3,NA,NA,NA,NA
"Cave Wall West",49.421434,-2.584975,"Lucifer","E3","All","Low",0,NA,NA,NA,NA
"Cave Wall West",49.421434,-2.584975,"Mephistopheles","E1","All","Low",0,NA,NA,NA,NA
"Cave Wall East",49.421719,-2.584796,"Rollercoaster","E2","All","Low",0,NA,NA,NA,NA
"Cave Wall East",49.421719,-2.584796,"Dipper Ride","HVS","All","Low",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Renoir In Chalk","E5","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Militant Tendancy","E2 5c","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Middle of the Road","E2 5b","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"New Socialist","E1 5a","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Capitalist Corner","HVS 5a","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Return to the Trees","HS","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Revolution","HS","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Apathetic","D","All","All",0,NA,NA,NA,NA
"Lower Tier",49.42142,-2.584079,"Streethawk","S","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Ermine Street","HVS 5a","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Easy Street","D","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Forsaken Gardens","S","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Cirkus","VS 4c","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Sprint Finish","HS 4b","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Stage Fright","HS 4b","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"The Fall Guy","HVS 4c","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"The Cunning Lingerers","HVS 5a","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Green Gully","D","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Cutlass Ridge","S","All","All",0,NA,NA,NA,NA
"Upper Tier",49.421698,-2.584214,"Pig's Ear","S","All","All",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Ship of Fools","E1 5b","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Gog","D","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Magog","E1 5b","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"In Camera","HS 4c","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Faculty X","VD","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Tracker","S","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Comet","D","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Echopraxis","E1 5b","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"The Sneaker","HS 4b","All","Low",0,NA,NA,NA,NA
"Ocean Wall",49.421184,-2.583682,"Nobody's Buisness","HS 4b","All","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"The Final Fling","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Humdinger","VD","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"The Alamo","VS 4b","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Ganglian","M","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Crepuscular","VS 4c","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Petit Derriere","E2 5c","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Sorry Seagul a.k.a. Slippery Seagul","VS 5a","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Snorkel to Hand","E2 5c","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"About to Drown","E2 5c","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Three Men in a Moat","E3 5c","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"The Chop Block","HS 3b","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"The Scorpion","HS 4c","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Desire","E3 6a","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Schlusselstelle","E5 6b","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Portuguese Man","E6 6b","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Penial Servitude","E3 6a","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Mistress in a Pot","E5 6a","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Route One","S","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Middle Age Spread","VS","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Scotto Voce","VS 4b","Spring","Low",0,NA,NA,NA,NA
"The Portelet Pinnacles",49.42192,-2.582829,"Elstub's Wall","D","Spring","Low",0,NA,NA,NA,NA
"Petit Bot Battery",49.42383,-2.582454,"Whinger's Crack","S","All","Low",0,NA,NA,NA,NA
"Petit Bot Battery",49.42383,-2.582454,"Castaway","HVS 5a","All","Low",0,NA,NA,NA,NA
"Petit Bot Battery",49.42383,-2.582454,"Scrambling Route","S","All","Low",0,NA,NA,NA,NA
"Petit Bot Battery",49.42383,-2.582454,"The Blue Lagoon","HS 4a","All","Low",0,NA,NA,NA,NA
"Petit Bot Battery",49.42383,-2.582454,"School Special","VD","All","Low",0,NA,NA,NA,NA
"Philosophers Stone Stack",49.423927,-2.572079,"Lockheart","E5 6a","All","Low",2,NA,NA,NA,NA
"Philosophers Stone Stack",49.423927,-2.572079,"The Philosopher's Stone","E3 5c","All","Low",2,NA,NA,NA,NA
"Philosophers Stone Stack",49.423927,-2.572079,"Grifindor","E1 5b","All","Low",2,NA,NA,NA,NA
"Philosophers Stone Stack",49.423927,-2.572079,"Crystal Maze","HS 4a","All","Low",2,NA,NA,NA,NA
"Philosophers Stone Stack",49.423927,-2.572079,"Slyverin","E1 5b","All","Low",2,NA,NA,NA,NA
"Philosophers Stone Stack",49.423927,-2.572079,"Up to You","E3 6a","All","Low",2,NA,NA,NA,NA
"Philosophers Stone Stack",49.423927,-2.572079,"Unknown Name","E1 5c","All","Low",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Frontal Exposure","S","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"On the Edge","HS 4a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Chocks Away","VD","All","High",0,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Seconds Away","HVS","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Punch Drunk","E2 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Zenith","HVS 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Nadir's Big Chance","E1 6b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Nadir's Big Chance Variation","E2 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Take a Chance","E4 6a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Celestial Sphere a.k.a FYCH","HVS 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Lefthand Gruesome","HVS 5a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Menage a Trois a.k.a. Ugly Pigeon","E1 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Righthand Gruesome","HVS 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Trompe l'Oeil","E4 5c","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Le God","E6 6b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Humoreske","E3 6b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Into the Groove","E2 6a","All","High",0,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"I Scream","HVS 5a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Snowstorm","HVS 5a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Strangeways","HVS 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Variouf","HVS 5b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Sweating Alcohol","E2 6a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Moon Madness","VS 4c","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Vampire","VS 4c","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Pinball Groove","VD","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Lemmings","HVS 5a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Jayne","S","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Gerbils","E2 5c","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"To the Bat Cave","E2 6a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Arrow","VS 5a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Kissing The Pink","HS 4b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Frost Nip","HS 4b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Frost Nip Variation","HS 4b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Sour Grapes","VS 4b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Creve Coeur","VS 4c","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Wilson's Corner","D","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Cerderie","VD","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Videclin","HS 4b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Reunion","VS 4b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Comfortably Numb","HS 4a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"No Sense, No Feeling","HVS 5a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Fatal Attraction","HVS 5a","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Wings Of A Dove","HS 4c","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Amputation","HS 4b","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"The Hooker","VS 4c","All","High",2,NA,NA,NA,NA
"La Jaonnet Bay",49.423802,-2.569421,"Uppercut","HS 4b","All","High",2,NA,NA,NA,NA
"La Bette Bay",49.423191,-2.566807,"Black Magic","E2 5b","All","High",2,NA,NA,NA,NA
"La Bette Bay",49.423191,-2.566807,"Belladonna","HVS 5b","All","High",2,NA,NA,NA,NA
"La Bette Bay",49.423191,-2.566807,"Ebonyzer","HVS 4c","All","High",2,NA,NA,NA,NA
"La Bette Bay",49.423191,-2.566807,"The Black Splash","HVS 5a","All","High",2,NA,NA,NA,NA
"La Bette Bay",49.423191,-2.566807,"Blood Money","E2 5b","All","High",2,NA,NA,NA,NA
"La Bette Bay",49.423191,-2.566807,"Skinflint","E1 5b","All","High",2,NA,NA,NA,NA
"La Bette Bay",49.423191,-2.566807,"Omerta","E2","All","High",2,NA,NA,NA,NA
